0.000000000000000000e+00 9.000000000000000000e+00 1.500000000000000000e+01 3.400000000000000000e+01 1.170000000000000000e+02
3.999000249937515461e-01 1.100000000000000000e+01 1.200000000000000000e+01 3.500000000000000000e+01 1.120000000000000000e+02
7.998000499875030922e-01 1.100000000000000000e+01 1.000000000000000000e+01 4.600000000000000000e+01 1.120000000000000000e+02
1.209697575606098363e+00 7.000000000000000000e+00 1.100000000000000000e+01 2.900000000000000000e+01 1.420000000000000000e+02
1.609597600599850020e+00 1.000000000000000000e+01 1.600000000000000000e+01 3.600000000000000000e+01 1.110000000000000000e+02
2.019495126218445513e+00 7.000000000000000000e+00 1.800000000000000000e+01 4.600000000000000000e+01 1.190000000000000000e+02
2.419395151212196726e+00 1.100000000000000000e+01 1.400000000000000000e+01 3.700000000000000000e+01 1.230000000000000000e+02
2.819295176205948383e+00 9.000000000000000000e+00 1.400000000000000000e+01 4.000000000000000000e+01 1.210000000000000000e+02
3.229192701824543654e+00 9.000000000000000000e+00 1.300000000000000000e+01 3.100000000000000000e+01 1.360000000000000000e+02
3.629092726818295311e+00 8.000000000000000000e+00 1.400000000000000000e+01 4.900000000000000000e+01 1.170000000000000000e+02
4.038990252436891026e+00 7.000000000000000000e+00 1.800000000000000000e+01 4.100000000000000000e+01 1.350000000000000000e+02
4.438890277430642683e+00 1.300000000000000000e+01 1.500000000000000000e+01 4.600000000000000000e+01 1.300000000000000000e+02
4.838790302424393452e+00 1.200000000000000000e+01 2.000000000000000000e+01 4.600000000000000000e+01 1.210000000000000000e+02
5.248687828042989167e+00 1.700000000000000000e+01 2.500000000000000000e+01 4.100000000000000000e+01 1.140000000000000000e+02
5.648587853036740825e+00 1.200000000000000000e+01 2.600000000000000000e+01 5.000000000000000000e+01 1.100000000000000000e+02
6.058485378655336540e+00 1.300000000000000000e+01 2.300000000000000000e+01 4.500000000000000000e+01 1.160000000000000000e+02
6.458385403649087309e+00 1.300000000000000000e+01 2.400000000000000000e+01 3.600000000000000000e+01 1.290000000000000000e+02
6.858285428642838966e+00 1.300000000000000000e+01 2.200000000000000000e+01 3.900000000000000000e+01 1.220000000000000000e+02
7.268182954261434681e+00 7.000000000000000000e+00 1.700000000000000000e+01 5.100000000000000000e+01 1.350000000000000000e+02
7.668082979255186338e+00 1.400000000000000000e+01 2.800000000000000000e+01 4.300000000000000000e+01 1.150000000000000000e+02
8.077980504873782053e+00 1.600000000000000000e+01 3.200000000000000000e+01 4.600000000000000000e+01 1.090000000000000000e+02
8.477880529867533710e+00 1.300000000000000000e+01 2.400000000000000000e+01 4.200000000000000000e+01 1.270000000000000000e+02
8.877780554861285367e+00 1.100000000000000000e+01 2.100000000000000000e+01 3.000000000000000000e+01 1.330000000000000000e+02
9.287678080479880194e+00 1.100000000000000000e+01 2.100000000000000000e+01 4.300000000000000000e+01 1.300000000000000000e+02
9.687578105473631851e+00 1.200000000000000000e+01 2.300000000000000000e+01 3.700000000000000000e+01 1.330000000000000000e+02
1.009747563109222668e+01 1.800000000000000000e+01 1.800000000000000000e+01 3.400000000000000000e+01 1.370000000000000000e+02
1.049737565608597833e+01 1.800000000000000000e+01 2.000000000000000000e+01 3.700000000000000000e+01 1.240000000000000000e+02
1.089727568107972999e+01 1.700000000000000000e+01 2.600000000000000000e+01 2.600000000000000000e+01 1.280000000000000000e+02
1.130717320669832482e+01 1.500000000000000000e+01 3.000000000000000000e+01 4.000000000000000000e+01 1.160000000000000000e+02
1.170707323169207648e+01 1.600000000000000000e+01 2.000000000000000000e+01 3.000000000000000000e+01 1.400000000000000000e+02
1.211697075731067308e+01 1.500000000000000000e+01 3.000000000000000000e+01 2.800000000000000000e+01 1.310000000000000000e+02
1.251687078230442296e+01 1.700000000000000000e+01 3.700000000000000000e+01 3.600000000000000000e+01 1.170000000000000000e+02
1.291677080729817462e+01 2.100000000000000000e+01 3.400000000000000000e+01 2.300000000000000000e+01 1.260000000000000000e+02
1.332666833291677122e+01 2.000000000000000000e+01 4.400000000000000000e+01 3.500000000000000000e+01 1.080000000000000000e+02
1.372656835791052288e+01 1.800000000000000000e+01 4.200000000000000000e+01 3.900000000000000000e+01 1.070000000000000000e+02
1.413646588352911770e+01 1.300000000000000000e+01 2.200000000000000000e+01 3.500000000000000000e+01 1.340000000000000000e+02
1.453636590852286936e+01 2.000000000000000000e+01 3.300000000000000000e+01 3.100000000000000000e+01 1.090000000000000000e+02
1.493626593351662102e+01 1.600000000000000000e+01 3.000000000000000000e+01 3.200000000000000000e+01 1.260000000000000000e+02
1.534616345913521585e+01 2.400000000000000000e+01 5.000000000000000000e+01 3.100000000000000000e+01 1.000000000000000000e+02
1.574606348412896750e+01 1.700000000000000000e+01 4.000000000000000000e+01 3.400000000000000000e+01 1.080000000000000000e+02
1.615596100974756411e+01 1.300000000000000000e+01 3.400000000000000000e+01 3.300000000000000000e+01 1.220000000000000000e+02
1.655586103474131576e+01 1.800000000000000000e+01 3.500000000000000000e+01 2.400000000000000000e+01 1.180000000000000000e+02
1.695576105973506742e+01 2.000000000000000000e+01 4.600000000000000000e+01 3.000000000000000000e+01 1.000000000000000000e+02
1.736565858535366047e+01 2.000000000000000000e+01 3.300000000000000000e+01 2.500000000000000000e+01 1.290000000000000000e+02
1.776555861034741213e+01 1.700000000000000000e+01 3.900000000000000000e+01 2.300000000000000000e+01 1.290000000000000000e+02
1.817545613596600873e+01 2.400000000000000000e+01 5.300000000000000000e+01 3.600000000000000000e+01 8.300000000000000000e+01
1.857535616095976039e+01 2.000000000000000000e+01 4.400000000000000000e+01 1.900000000000000000e+01 1.180000000000000000e+02
1.897525618595351204e+01 1.800000000000000000e+01 4.100000000000000000e+01 2.700000000000000000e+01 1.160000000000000000e+02
1.938515371157210510e+01 1.900000000000000000e+01 3.200000000000000000e+01 2.700000000000000000e+01 1.230000000000000000e+02
1.978505373656585675e+01 2.400000000000000000e+01 5.200000000000000000e+01 2.200000000000000000e+01 1.020000000000000000e+02
2.019495126218445336e+01 1.800000000000000000e+01 4.300000000000000000e+01 2.500000000000000000e+01 1.220000000000000000e+02
2.059485128717820501e+01 2.300000000000000000e+01 4.500000000000000000e+01 3.300000000000000000e+01 1.040000000000000000e+02
2.100474881279680162e+01 2.000000000000000000e+01 4.000000000000000000e+01 2.700000000000000000e+01 1.200000000000000000e+02
2.140464883779055327e+01 2.100000000000000000e+01 4.700000000000000000e+01 2.700000000000000000e+01 1.210000000000000000e+02
2.180454886278430493e+01 2.300000000000000000e+01 3.800000000000000000e+01 2.700000000000000000e+01 1.170000000000000000e+02
2.221444638840289798e+01 2.500000000000000000e+01 5.000000000000000000e+01 1.900000000000000000e+01 1.090000000000000000e+02
2.261434641339664964e+01 1.900000000000000000e+01 4.400000000000000000e+01 2.900000000000000000e+01 1.180000000000000000e+02
2.302424393901524624e+01 2.300000000000000000e+01 5.300000000000000000e+01 2.500000000000000000e+01 1.120000000000000000e+02
2.342414396400899790e+01 2.000000000000000000e+01 4.800000000000000000e+01 3.600000000000000000e+01 1.070000000000000000e+02
2.382404398900274956e+01 2.200000000000000000e+01 4.600000000000000000e+01 1.600000000000000000e+01 1.200000000000000000e+02
2.423394151462134616e+01 2.500000000000000000e+01 5.100000000000000000e+01 2.400000000000000000e+01 1.080000000000000000e+02
2.463384153961509782e+01 2.600000000000000000e+01 5.200000000000000000e+01 2.100000000000000000e+01 1.020000000000000000e+02
2.504373906523369087e+01 2.400000000000000000e+01 4.200000000000000000e+01 1.600000000000000000e+01 1.210000000000000000e+02
2.544363909022744252e+01 2.700000000000000000e+01 5.100000000000000000e+01 1.700000000000000000e+01 1.070000000000000000e+02
2.584353911522119418e+01 2.700000000000000000e+01 4.800000000000000000e+01 1.900000000000000000e+01 1.100000000000000000e+02
2.625343664083979078e+01 2.800000000000000000e+01 4.500000000000000000e+01 2.500000000000000000e+01 1.150000000000000000e+02
2.665333666583354244e+01 2.400000000000000000e+01 5.100000000000000000e+01 2.300000000000000000e+01 1.090000000000000000e+02
2.706323419145213549e+01 2.700000000000000000e+01 5.000000000000000000e+01 2.600000000000000000e+01 1.160000000000000000e+02
2.746313421644588715e+01 2.700000000000000000e+01 5.200000000000000000e+01 2.500000000000000000e+01 1.110000000000000000e+02
2.786303424143963881e+01 2.300000000000000000e+01 4.100000000000000000e+01 2.000000000000000000e+01 1.350000000000000000e+02
2.827293176705823541e+01 2.900000000000000000e+01 5.300000000000000000e+01 2.200000000000000000e+01 1.150000000000000000e+02
2.867283179205198707e+01 3.300000000000000000e+01 6.200000000000000000e+01 1.800000000000000000e+01 1.140000000000000000e+02
2.908272931767058367e+01 3.200000000000000000e+01 4.700000000000000000e+01 2.200000000000000000e+01 1.240000000000000000e+02
2.948262934266433533e+01 3.000000000000000000e+01 6.200000000000000000e+01 2.400000000000000000e+01 1.110000000000000000e+02
2.988252936765808698e+01 2.600000000000000000e+01 4.900000000000000000e+01 2.700000000000000000e+01 1.260000000000000000e+02
3.029242689327668003e+01 3.600000000000000000e+01 5.800000000000000000e+01 1.000000000000000000e+01 1.200000000000000000e+02
3.069232691827043169e+01 3.300000000000000000e+01 5.200000000000000000e+01 1.500000000000000000e+01 1.240000000000000000e+02
3.110222444388902829e+01 2.800000000000000000e+01 4.600000000000000000e+01 1.500000000000000000e+01 1.470000000000000000e+02
3.150212446888277995e+01 3.100000000000000000e+01 6.700000000000000000e+01 1.900000000000000000e+01 1.180000000000000000e+02
3.190202449387653161e+01 3.200000000000000000e+01 5.200000000000000000e+01 1.800000000000000000e+01 1.260000000000000000e+02
3.231192201949512821e+01 3.500000000000000000e+01 6.600000000000000000e+01 1.300000000000000000e+01 1.160000000000000000e+02
3.271182204448887632e+01 3.900000000000000000e+01 6.900000000000000000e+01 2.200000000000000000e+01 1.070000000000000000e+02
3.312171957010747292e+01 2.800000000000000000e+01 5.700000000000000000e+01 1.900000000000000000e+01 1.270000000000000000e+02
3.352161959510122102e+01 2.800000000000000000e+01 5.900000000000000000e+01 1.900000000000000000e+01 1.200000000000000000e+02
3.392151962009497623e+01 3.600000000000000000e+01 6.300000000000000000e+01 1.400000000000000000e+01 1.080000000000000000e+02
3.433141714571357284e+01 3.600000000000000000e+01 7.200000000000000000e+01 1.700000000000000000e+01 1.120000000000000000e+02
3.473131717070732094e+01 3.800000000000000000e+01 5.600000000000000000e+01 1.900000000000000000e+01 1.190000000000000000e+02
3.514121469632591754e+01 3.900000000000000000e+01 7.100000000000000000e+01 2.100000000000000000e+01 1.100000000000000000e+02
3.554111472131967275e+01 3.400000000000000000e+01 6.200000000000000000e+01 1.200000000000000000e+01 1.260000000000000000e+02
3.594101474631342086e+01 3.700000000000000000e+01 7.300000000000000000e+01 1.800000000000000000e+01 1.010000000000000000e+02
3.635091227193201746e+01 3.700000000000000000e+01 7.500000000000000000e+01 1.600000000000000000e+01 1.150000000000000000e+02
3.675081229692576557e+01 4.000000000000000000e+01 8.200000000000000000e+01 1.700000000000000000e+01 9.800000000000000000e+01
3.716070982254436217e+01 3.600000000000000000e+01 7.200000000000000000e+01 8.000000000000000000e+00 1.180000000000000000e+02
3.756060984753811738e+01 3.100000000000000000e+01 6.000000000000000000e+01 2.200000000000000000e+01 1.380000000000000000e+02
3.796050987253186548e+01 3.800000000000000000e+01 6.700000000000000000e+01 1.900000000000000000e+01 1.170000000000000000e+02
3.837040739815046209e+01 3.700000000000000000e+01 7.100000000000000000e+01 1.800000000000000000e+01 1.240000000000000000e+02
3.877030742314421019e+01 4.000000000000000000e+01 6.900000000000000000e+01 1.400000000000000000e+01 1.300000000000000000e+02
3.918020494876280679e+01 3.100000000000000000e+01 6.400000000000000000e+01 1.900000000000000000e+01 1.370000000000000000e+02
3.958010497375656200e+01 3.900000000000000000e+01 7.800000000000000000e+01 1.200000000000000000e+01 1.160000000000000000e+02
3.999000249937515861e+01 3.600000000000000000e+01 7.200000000000000000e+01 8.000000000000000000e+00 1.380000000000000000e+02
